"score_unit_mode","score_unit","kappa","lambda","shift_prob","shift_type","policy","n_rep","mean_objective","se_objective","q025_objective","median_objective","q975_objective","mean_regret","mean_retrains","se_retrains"
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"abrupt_coef","cusum_tuned",100,3.36730839935269,0.321173142055829,0.419544175587375,2.3980914913887,11.2462020157271,2.51313178794844,57.31,2.24372053032052
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"abrupt_coef","debt_threshold_tuned",100,3.35449192373737,0.31382511466536,0.365802461394704,2.30429082957823,11.041549203109,2.81047785435584,36.5,1.94128458979766
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"abrupt_coef","debt_utility_tuned",100,3.47016197758256,0.317667962970116,0.755544872955197,2.37146322071029,11.3850052699135,2.53058260953294,63.04,1.20243187925239
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"abrupt_coef","hybrid_utility_tuned",100,3.6266589447817,0.318258308820005,0.566043443196998,2.59261569091821,11.5784250946392,2.99888161321047,42.12,1.66286110986669
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"abrupt_coef","never_retrain",100,303.801201763386,41.4015494113071,1.2526537405113,133.861168660888,1348.72054298213,303.801201763386,0,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"gradual","alarm_tuned",100,6.27470086180976,0.47164300288941,1.16516979107231,5.02724725240152,18.1799037736157,6.03235377227158,16.26,0.124413776884989
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"gradual","always_retrain",100,4.01052663016234,0.0730391357758714,3.1845591801581,3.85519179111906,5.83256446812962,1.04453211490416,199,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"gradual","calendar_tuned",100,3.02081234090294,0.147509036624538,1.36473823398131,2.68785741960944,6.66174433584446,2.03711566750073,66,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"gradual","calendar10",100,5.81229620321595,0.421258210441829,1.20428647298397,4.79421268764144,16.3548935606028,5.52911079723652,19,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"gradual","cusum_tuned",100,2.33541851517875,0.109106340717445,0.973323052444671,2.14805311363801,4.89231505255508,1.47438583605079,57.77,1.62162501114397
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"gradual","debt_threshold_tuned",100,2.32084359623288,0.107506372931643,0.881111961252864,2.11875678864033,4.81980522016021,1.80947037101424,34.31,1.50162840902398
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"gradual","debt_utility_tuned",100,2.42682858208924,0.106750455163936,1.11706634211345,2.20161897855788,5.03885493902095,1.49336005701075,62.63,0.845027642844728
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"gradual","hybrid_utility_tuned",100,2.53217175095276,0.107111872802654,1.07958355394948,2.3051695945833,5.09601899129415,1.81273177481451,48.27,1.7563653355493
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"gradual","never_retrain",100,99.5782908902433,11.9130047619753,2.63945669333486,46.9442067700413,388.882065516609,99.5782908902433,0,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"none","alarm_tuned",100,0.318267798143734,0.00428289307367248,0.229737184204188,0.319844378088423,0.396903219648935,0.143885206040616,11.7,0.307646655509961
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"none","always_retrain",100,3.01926941707666,0.000818194510972025,3.00661424732791,3.01866472219649,3.0359935985106,0.0532749018184896,199,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"none","calendar_tuned",100,1.06101450505309,0.00131263755569013,1.04054810954411,1.05934452664685,1.09537881053998,0.0773178316508849,66,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"none","calendar10",100,0.411445323229389,0.00278001619906139,0.367594256836683,0.406556370310684,0.459856581244745,0.128259917249965,19,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"none","cusum_tuned",100,0.414391204304515,0.00395402300883147,0.345592681724167,0.41731000634583,0.489470548523499,0.113618494164264,20.18,0.223100285463146
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"none","debt_threshold_tuned",100,0.414481408517518,0.0176853757021445,0.213078282482552,0.357131772544,0.860841736105108,0.381542474453595,2.21,0.19137725184894
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"none","debt_utility_tuned",100,0.747673730987679,0.0024286787449825,0.700731488007302,0.746547854989122,0.798138512594497,0.0803994875298476,44.77,0.123791124173918
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"none","hybrid_utility_tuned",100,0.504833236623578,0.0176837539971295,0.227459793052184,0.474492353093859,1.01237266242255,0.290357552831794,14.39,0.993808611129706
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"none","never_retrain",100,0.819081026593297,0.0600397776473974,0.263060355309257,0.618315379111448,2.64785430808929,0.819081026593297,0,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"variance","alarm_tuned",100,5.77972524003975,0.199610909373518,2.8807548265368,5.60756483730639,9.82336667017151,5.53186348733249,16.63,0.0824559876478955
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"variance","always_retrain",100,3.94682906598723,0.0333403046788317,3.44972729176412,3.91368569238857,4.55716508304566,0.980834550729056,199,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"variance","calendar_tuned",100,2.92304388523137,0.0699016519784831,1.97408600615115,2.84735506174234,4.31082038650078,1.93934721182916,66,0
"mean",0.149044950515486,0.1,0.0149044950515486,0.1,"variance","calendar10",100,5.50755135605916,0.193736491182941,2.70908232091923,5.37282868900954,9.41658029835308,5.22436595007974,19,0
